日期,10年好地区一般债收益率,地方债收益率数据来源,10年国债活跃券收益率,1年国股行NCD利率,10年好地区一般债-10年国债活跃券利差,10年好地区一般债-1年国股行NCD利差,利率数据来源,说明
2022-11-11,2.9543,10Y一般债好老券,2.7354,2.3,21.890000000000008,65.43,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-14,3.0141,10Y一般债好老券,2.8354,2.48,17.870000000000008,53.410000000000004,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-15,3.0167,10Y一般债好老券,2.8155,2.47,20.120000000000005,54.669999999999995,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-16,3.0256,10Y一般债好老券,2.8329,2.65,19.26999999999999,37.559999999999995,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-17,3.0182,10Y一般债好老券,2.8026,2.51,21.560000000000024,50.82000000000004,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-18,3.0103,10Y一般债好老券,2.825,2.52,18.52999999999998,49.029999999999994,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-21,3.0016,10Y一般债好老券,2.818,2.52,18.359999999999978,48.15999999999998,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-22,3.0117,10Y一般债好老券,2.8276,2.54,18.409999999999993,47.16999999999998,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-23,2.9864,10Y一般债好老券,2.7975,2.49,18.89000000000003,49.63999999999999,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-24,2.9702,10Y一般债好老券,2.795,2.41,17.520000000000024,56.02,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-25,2.9753,10Y一般债好老券,2.83,2.4333,14.529999999999976,54.19999999999998,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-28,2.9843,10Y一般债好老券,2.86,2.44,12.43000000000003,54.43000000000002,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-29,3.0072,10Y一般债好老券,2.88,2.5,12.72000000000002,50.72000000000001,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-11-30,3.0217,10Y一般债好老券,2.885,2.4704,13.670000000000027,55.12999999999999,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-01,3.0242,10Y一般债好老券,2.86,2.49,16.420000000000012,53.41999999999998,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-02,3.0162,10Y一般债好老券,2.8676,2.5,14.860000000000007,51.62,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-05,3.0246,10Y一般债好老券,2.8902,2.5,13.439999999999985,52.459999999999994,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-06,3.0358,10Y一般债好老券,2.9152,2.53,12.060000000000004,50.58000000000003,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-07,3.0377,10Y一般债好老券,2.8702,2.59,16.75,44.770000000000024,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-08,3.0193,10Y一般债好老券,2.8853,2.5952,13.39999999999999,42.40999999999997,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-09,3.0361,10Y一般债好老券,2.8903,2.625,14.579999999999993,41.10999999999998,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-12,3.0473,10Y一般债好老券,2.8902,2.67,15.70999999999998,37.73,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-13,3.0588,10Y一般债好老券,2.8952,2.755,16.36000000000002,30.38000000000003,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-14,3.0589,10Y一般债好老券,2.8655,2.67,19.340000000000003,38.89,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-15,3.061,10Y一般债好老券,2.8829,2.69,17.810000000000016,37.1,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-16,3.06,10Y一般债好老券,2.8856,2.72,17.43999999999999,33.999999999999986,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-19,3.0525,10Y一般债好老券,2.8632,2.69,18.930000000000025,36.25000000000003,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
2022-12-20,3.0577,10Y一般债好老券,2.8732,2.71,18.44999999999999,34.77000000000001,地方债=10Y一般债好老券；国债=10年国债活跃券收益率_RQData_2020至今.csv；NCD=1年NCD_中债商业银行同业存单到期收益率(AAA)1年_自2020.csv,地方债收益率取时间序列；10年国债优先取RQData、其次Choice EDB；NCD优先取Choice导出的中债商业银行同业存单到期收益率(AAA):1年；缺文件时回退旧Choice文件或地方债利差数据(1).xlsx。利差=收益率差*100BP。
